epoch_count,duration_days,temporal_spacing_mean_days,temporal_spacing_std_days,incidence_angle_mean_deg,incidence_angle_std_deg,coherence_mean,coherence_std,minimum_coherence,phase_quality_mean,phase_quality_std,noise_estimate_mean_mm,mean_displacement_mm,displacement_std_mm,displacement_range_mm,displacement_to_noise_ratio,mean_absolute_step_mm,max_absolute_step_mm,max_step_to_range_ratio,sign_change_count,zero_crossing_count,directional_consistency,slope_mm_per_year,linear_fit_residual_std_mm,acceleration_mm_per_year2,quadratic_fit_residual_std_mm,temporal_autocorrelation_lag1,approximate_periodicity_indicator,sample_id,target_label,is_edge_case,edge_case_type
6.0,70.97,14.19,0.3,42.11,0.0,0.8304,0.0838,0.6647,0.7582,0.0493,3.0,-1.406,2.6083,7.942,2.647,4.3512,6.2361,0.7852,3.0,4.0,0.6,-2.3853,2.6035,69.7525,2.6002,-0.3926,0.6847,STRATA_SYN_STABLE_00090,STABLE,True,elevated_noise_stable
20.0,254.16,13.38,0.23,36.75,0.0,0.7824,0.0588,0.6704,0.7906,0.068,3.181,-0.5646,2.2282,8.6918,2.732,2.3592,5.0038,0.5757,10.0,8.0,0.4737,-4.0568,2.0569,56.7433,1.7198,0.2146,0.8889,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00234,SEASONAL_ENVIRONMENTAL,True,seasonal_with_high_noise
6.0,112.44,22.49,0.06,37.24,0.0,0.77,0.0765,0.6735,0.8116,0.0667,1.449,-0.5463,1.2797,4.328,2.987,1.5779,4.328,1.0,2.0,1.0,0.6,3.0785,1.238,82.1719,1.1755,-0.4804,0.0,STRATA_SYN_STRUCTURAL_MONOTONIC_00161,STRUCTURAL_MONOTONIC,True,weak_structural_near_noise
20.0,243.2,12.8,0.29,40.61,0.0,0.1821,0.0445,0.1021,0.1703,0.0468,4.985,-2.6236,4.5039,17.3391,3.478,5.5446,16.7235,0.9645,12.0,7.0,0.5263,-9.1142,4.1114,19.9473,4.0953,-0.2073,0.3876,STRATA_SYN_LOW_QUALITY_00084,LOW_QUALITY,False,none
7.0,61.61,10.27,0.24,39.05,0.0,0.7871,0.0999,0.6787,0.8588,0.0687,2.034,-1.6532,4.1363,12.4173,6.105,4.3588,12.1357,0.9773,3.0,2.0,0.6667,-11.6421,4.0842,1873.2439,3.1841,0.0424,0.8511,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00117,ATMOSPHERIC_TRANSIENT,False,none
14.0,101.58,7.81,0.26,42.74,0.0,0.7809,0.0801,0.6511,0.8352,0.065,2.248,-0.3857,2.8377,8.6491,3.847,3.1269,6.992,0.8084,7.0,6.0,0.6154,-11.2375,2.6669,220.5623,2.5661,0.0804,0.8455,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00385,SEASONAL_ENVIRONMENTAL,False,none
12.0,74.94,6.81,0.36,25.27,0.0,0.786,0.0825,0.6679,0.8243,0.0886,0.52,-0.0766,0.6397,2.0962,4.031,0.8347,1.4441,0.6889,8.0,5.0,0.5455,-5.6059,0.5308,-95.9378,0.5007,-0.1418,0.1068,STRATA_SYN_STRUCTURAL_MONOTONIC_00261,STRUCTURAL_MONOTONIC,False,none
19.0,153.67,8.54,0.31,30.31,0.0,0.1869,0.0357,0.1172,0.1723,0.0395,3.652,-0.3236,4.1917,15.2633,4.179,5.2366,13.8119,0.9049,9.0,10.0,0.5,6.8319,4.0997,134.8038,3.9793,-0.0261,0.984,STRATA_SYN_LOW_QUALITY_00043,LOW_QUALITY,False,none
19.0,281.25,15.63,0.3,32.12,0.0,0.7989,0.0729,0.6615,0.7874,0.0609,2.408,0.5421,2.3545,9.3877,3.899,2.402,9.1711,0.9769,12.0,11.0,0.5556,-4.8761,2.0597,9.5669,2.0464,0.0424,0.6524,STRATA_SYN_STABLE_00444,STABLE,False,none
9.0,58.53,7.32,0.3,44.85,0.0,0.8064,0.061,0.6954,0.8268,0.0713,0.625,-1.0466,3.389,11.4906,18.385,3.3001,11.1912,0.9739,5.0,5.0,0.5,-10.9389,3.3416,228.6417,3.3306,-0.1982,0.8901,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00088,ATMOSPHERIC_TRANSIENT,False,none
18.0,169.43,9.97,0.29,41.35,0.0,0.781,0.0886,0.6584,0.8317,0.0708,0.753,-0.9582,5.3522,19.8091,26.307,5.6292,8.3403,0.421,16.0,5.0,0.5294,-27.7931,3.6215,-91.5942,3.528,0.4102,0.6635,STRATA_SYN_TEMPORALLY_INCONSISTENT_00485,TEMPORALLY_INCONSISTENT,False,none
9.0,160.56,20.07,0.27,43.5,0.0,0.9352,0.0321,0.8972,0.8224,0.0566,2.402,2.2192,2.6723,7.5367,3.138,2.9561,6.2241,0.8258,4.0,1.0,0.625,8.3776,2.3932,-136.0132,2.0709,0.0622,0.0,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00309,ATMOSPHERIC_TRANSIENT,True,high_coherence_atmospheric
6.0,118.32,23.66,0.22,36.84,0.0,0.8503,0.0849,0.6895,0.8501,0.0515,2.575,0.2547,2.2651,6.1752,2.398,1.2657,2.8415,0.4601,1.0,1.0,0.6,19.4012,0.7246,110.8576,0.4335,0.4665,0.0,STRATA_SYN_STRUCTURAL_MONOTONIC_00043,STRUCTURAL_MONOTONIC,False,none
8.0,163.85,23.41,0.22,40.1,0.0,0.8106,0.0916,0.6783,0.8156,0.0785,1.838,0.8978,1.3405,4.2872,2.333,1.1542,4.2483,0.9909,5.0,2.0,0.5714,-1.4772,1.3228,78.9962,1.0947,-0.0714,0.2305,STRATA_SYN_STABLE_00429,STABLE,False,none
10.0,83.24,9.25,0.35,32.2,0.0,0.8497,0.0838,0.6775,0.8042,0.06,1.84,-2.2928,2.3402,7.6097,4.136,1.7819,3.6678,0.482,4.0,1.0,0.7778,-26.9067,1.2799,264.8824,1.1202,0.4025,0.0,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00481,SEASONAL_ENVIRONMENTAL,False,none
19.0,297.37,16.52,0.26,41.45,0.0,0.7861,0.079,0.6662,0.8048,0.07,1.04,7.5224,5.044,20.4347,19.649,5.3536,9.2464,0.4525,17.0,3.0,0.5,16.0782,3.0975,5.311,3.094,0.3075,0.1948,STRATA_SYN_TEMPORALLY_INCONSISTENT_00267,TEMPORALLY_INCONSISTENT,False,none
19.0,226.07,12.56,0.24,32.85,0.0,0.7925,0.092,0.6513,0.8277,0.075,2.826,-0.0217,3.0163,12.4998,4.423,3.5685,9.8355,0.7869,11.0,11.0,0.5,2.9183,2.9661,54.0784,2.8406,-0.1339,0.4371,STRATA_SYN_STABLE_00430,STABLE,False,none
17.0,367.51,22.97,0.27,37.28,0.0,0.9252,0.0279,0.8836,0.8388,0.0665,2.178,0.1827,3.9189,19.789,9.086,4.0918,12.2171,0.6174,8.0,8.0,0.5,-4.0332,3.7169,-13.8409,3.6708,-0.0254,0.9251,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00381,ATMOSPHERIC_TRANSIENT,True,high_coherence_atmospheric
9.0,185.49,23.19,0.26,35.02,0.0,0.8118,0.0772,0.7278,0.8252,0.0482,2.966,-1.8876,2.6288,8.7827,2.961,2.9975,5.6755,0.6462,6.0,1.0,0.625,-11.0182,1.9069,30.3357,1.8732,0.1653,0.0,STRATA_SYN_STRUCTURAL_MONOTONIC_00055,STRUCTURAL_MONOTONIC,False,none
19.0,216.25,12.01,0.28,29.53,0.0,0.8095,0.0875,0.6682,0.8112,0.0729,2.557,0.9514,3.4895,15.6171,6.108,3.9959,13.2619,0.8492,10.0,8.0,0.5,0.3422,3.4889,52.4477,3.4055,-0.1427,0.6294,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00469,ATMOSPHERIC_TRANSIENT,False,none
9.0,153.85,19.23,0.34,25.99,0.0,0.7772,0.0779,0.6551,0.7757,0.064,1.27,-0.4406,1.4837,5.6842,4.476,2.0039,3.7931,0.6673,5.0,6.0,0.625,-1.1438,1.4755,109.8787,1.1782,-0.3761,0.6355,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00238,ATMOSPHERIC_TRANSIENT,False,none
15.0,93.95,6.71,0.3,33.89,0.0,0.1545,0.0297,0.1136,0.183,0.0449,3.115,0.8799,1.8159,7.0593,2.266,2.3171,7.0593,1.0,9.0,8.0,0.6429,3.8426,1.7898,-86.7038,1.7733,-0.2273,0.8169,STRATA_SYN_LOW_QUALITY_00158,LOW_QUALITY,False,none
9.0,189.83,23.73,0.23,39.56,0.0,0.8566,0.0749,0.7152,0.8333,0.0706,0.809,-0.6791,0.7931,2.533,3.131,1.1222,2.533,1.0,4.0,3.0,0.625,-0.3257,0.7912,3.4286,0.7901,-0.4795,0.4754,STRATA_SYN_STRUCTURAL_MONOTONIC_00210,STRUCTURAL_MONOTONIC,False,none
18.0,221.69,13.04,0.34,40.24,0.0,0.7747,0.0916,0.6515,0.8147,0.0753,2.792,0.0066,1.9909,7.1021,2.544,2.3526,7.1021,1.0,11.0,9.0,0.5294,-3.8409,1.86,5.3466,1.8582,-0.2374,0.3782,STRATA_SYN_STABLE_00169,STABLE,False,none
24.0,457.23,19.88,0.27,30.13,0.0,0.7875,0.0807,0.6879,0.8305,0.0618,1.007,-0.8373,4.216,14.3029,14.203,1.8585,4.7032,0.3288,9.0,3.0,0.5652,0.4773,4.2121,-22.1254,3.9731,0.8283,0.1592,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00363,SEASONAL_ENVIRONMENTAL,False,none
17.0,173.8,10.86,0.27,27.27,0.0,0.7775,0.0891,0.6536,0.8266,0.0691,1.538,0.4105,2.2578,10.7061,6.961,2.0287,9.3469,0.873,10.0,8.0,0.5625,3.0504,2.2133,107.1255,1.9688,0.0682,0.894,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00373,ATMOSPHERIC_TRANSIENT,False,none
17.0,104.98,6.56,0.28,33.12,0.0,0.8044,0.1028,0.6541,0.8364,0.0739,1.357,1.7193,1.5858,5.5319,4.077,1.7559,4.3324,0.7832,11.0,6.0,0.5625,11.1431,1.2443,81.8395,1.2118,0.155,0.5582,STRATA_SYN_STRUCTURAL_MONOTONIC_00295,STRUCTURAL_MONOTONIC,False,none
8.0,116.51,16.64,0.29,25.57,0.0,0.812,0.0865,0.6667,0.8132,0.0537,1.286,-1.5279,0.8814,2.9858,2.322,1.1069,1.8982,0.6357,4.0,0.0,0.5714,-4.2264,0.7631,-84.0134,0.6501,-0.1481,0.0,STRATA_SYN_STRUCTURAL_MONOTONIC_00117,STRUCTURAL_MONOTONIC,False,none
13.0,254.46,21.2,0.31,29.53,0.0,0.7898,0.0752,0.6737,0.8581,0.078,1.331,-1.1383,1.0661,3.6048,2.708,1.2882,2.7902,0.774,8.0,4.0,0.5833,-2.0175,0.9717,-4.5059,0.9672,0.0729,0.4492,STRATA_SYN_STRUCTURAL_MONOTONIC_00436,STRUCTURAL_MONOTONIC,False,none
9.0,67.87,8.48,0.28,26.52,0.0,0.9457,0.0277,0.8941,0.8108,0.0752,2.374,2.2955,4.525,15.3144,6.451,6.186,15.3144,1.0,5.0,4.0,0.5,-0.1486,4.525,-471.6248,4.4632,-0.4619,0.935,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00345,ATMOSPHERIC_TRANSIENT,True,high_coherence_atmospheric
13.0,259.15,21.6,0.24,40.17,0.0,0.8027,0.0854,0.6796,0.8135,0.0914,1.238,1.3194,2.3944,7.5663,6.112,4.0764,6.0884,0.8047,11.0,6.0,0.5,-3.0139,2.2997,-37.3499,2.1518,-0.6257,0.7579,STRATA_SYN_TEMPORALLY_INCONSISTENT_00457,TEMPORALLY_INCONSISTENT,False,none
18.0,372.99,21.94,0.34,44.95,0.0,0.7767,0.0779,0.6828,0.8325,0.0717,1.379,-1.948,2.1664,6.9092,5.01,1.3496,3.331,0.4821,9.0,3.0,0.5882,-5.135,1.4593,10.1257,1.3923,0.6164,0.1508,STRATA_SYN_STRUCTURAL_MONOTONIC_00089,STRUCTURAL_MONOTONIC,False,none
10.0,134.3,14.92,0.17,37.4,0.0,0.7992,0.0586,0.7025,0.8229,0.0632,1.177,-1.3476,3.344,12.8127,10.886,3.3197,11.0589,0.8631,7.0,4.0,0.5556,7.7313,3.2183,6.7868,3.2181,-0.0932,0.9476,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00442,ATMOSPHERIC_TRANSIENT,False,none
12.0,75.98,6.91,0.35,44.63,0.0,0.1739,0.0345,0.1161,0.1601,0.0348,4.738,0.7629,3.4407,12.9084,2.724,4.4163,9.2567,0.7171,8.0,7.0,0.5455,2.6773,3.4362,-197.6943,3.4159,-0.0704,0.5677,STRATA_SYN_LOW_QUALITY_00252,LOW_QUALITY,False,none
18.0,207.27,12.19,0.34,39.39,0.0,0.8173,0.0919,0.6654,0.8046,0.0638,0.805,2.0702,1.6706,6.892,8.561,1.1104,2.8945,0.42,11.0,1.0,0.4706,8.4795,0.7991,-3.0121,0.7981,0.5704,0.0,STRATA_SYN_STRUCTURAL_MONOTONIC_00200,STRUCTURAL_MONOTONIC,False,none
6.0,114.18,22.84,0.22,42.33,0.0,0.1537,0.0214,0.1197,0.1847,0.0123,3.758,0.4656,1.9105,5.9,1.57,3.1952,5.9,1.0,4.0,4.0,0.6,-0.1225,1.9104,150.1798,1.7644,-0.6029,0.5731,STRATA_SYN_LOW_QUALITY_00362,LOW_QUALITY,False,none
13.0,75.43,6.29,0.23,26.91,0.0,0.1718,0.0287,0.1268,0.1612,0.0359,4.396,0.4586,3.9362,12.96,2.948,4.8487,10.312,0.7957,7.0,6.0,0.5833,9.6731,3.8863,619.8577,3.715,-0.0268,0.9243,STRATA_SYN_LOW_QUALITY_00467,LOW_QUALITY,False,none
13.0,102.8,8.57,0.25,27.3,0.0,0.8221,0.0906,0.6766,0.7937,0.0656,0.558,3.0557,3.1112,11.7389,21.037,4.8127,7.3223,0.6238,11.0,2.0,0.5,17.4778,2.7079,193.9547,2.6246,-0.2914,0.3021,STRATA_SYN_TEMPORALLY_INCONSISTENT_00125,TEMPORALLY_INCONSISTENT,False,none
11.0,99.71,9.97,0.3,29.66,0.0,0.8104,0.0657,0.7004,0.8522,0.0692,0.501,-2.26,9.4708,26.4869,52.868,2.6487,4.9778,0.1879,0.0,1.0,1.0,108.4777,1.4291,288.9411,1.0661,0.7742,0.0,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00143,SEASONAL_ENVIRONMENTAL,True,strong_seasonal_amplitude
18.0,121.81,7.17,0.29,41.11,0.0,0.7811,0.0807,0.6675,0.8465,0.0756,1.022,-0.63,0.8221,3.0804,3.014,0.9297,2.3537,0.7641,13.0,4.0,0.5882,-4.5457,0.6816,-15.0047,0.678,0.1022,0.4634,STRATA_SYN_STRUCTURAL_MONOTONIC_00395,STRUCTURAL_MONOTONIC,False,none
17.0,249.62,15.6,0.23,30.25,0.0,0.8127,0.072,0.6561,0.826,0.0755,2.449,-0.9933,3.0264,10.3469,4.225,3.5723,8.8246,0.8529,8.0,5.0,0.5625,-7.1453,2.6307,29.475,2.5672,-0.0175,0.6873,STRATA_SYN_STRUCTURAL_MONOTONIC_00433,STRUCTURAL_MONOTONIC,False,none
13.0,76.79,6.4,0.27,37.69,0.0,0.845,0.0653,0.6873,0.8501,0.0734,2.305,-0.4504,3.5847,15.4063,6.684,3.8316,11.2866,0.7326,6.0,5.0,0.5,-3.0351,3.5791,446.8235,3.4762,0.0495,0.824,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00218,ATMOSPHERIC_TRANSIENT,False,none
13.0,127.82,10.65,0.28,37.48,0.0,0.1699,0.0466,0.1023,0.167,0.0469,2.986,-0.858,1.5317,5.0471,1.69,2.0401,3.8627,0.7653,7.0,4.0,0.5,6.1778,1.3751,36.9661,1.3611,-0.1897,0.6605,STRATA_SYN_LOW_QUALITY_00032,LOW_QUALITY,False,none
12.0,169.17,15.38,0.27,40.82,0.0,0.8164,0.0728,0.6591,0.8184,0.0518,0.874,-3.0503,1.6456,4.8425,5.541,0.8272,2.0889,0.4314,4.0,0.0,0.5455,-10.3555,0.6692,-7.4129,0.6656,0.7024,0.0,STRATA_SYN_STRUCTURAL_MONOTONIC_00353,STRUCTURAL_MONOTONIC,False,none
11.0,240.86,24.09,0.24,33.91,0.0,0.8007,0.0879,0.6861,0.8434,0.0835,2.849,-4.2684,4.5013,19.3964,6.808,3.3401,10.2586,0.5289,6.0,1.0,0.6,-16.1415,2.9871,-3.8851,2.9861,0.1218,0.0,STRATA_SYN_STRUCTURAL_MONOTONIC_00143,STRUCTURAL_MONOTONIC,False,none
7.0,114.63,19.11,0.19,31.34,0.0,0.7939,0.0885,0.6606,0.8136,0.0729,3.104,-1.4378,2.3015,8.0142,2.582,3.4089,8.0142,1.0,4.0,4.0,0.5,-6.9369,2.1846,63.9109,2.1634,-0.5185,0.843,STRATA_SYN_STRUCTURAL_ACCELERATING_00465,STRUCTURAL_ACCELERATING,True,accelerating_moderate_noise
7.0,72.96,12.16,0.15,31.81,0.0,0.8307,0.0747,0.7093,0.7764,0.077,1.779,0.1473,1.489,4.6888,2.636,1.472,3.2113,0.6849,2.0,1.0,0.5,13.5463,1.1852,54.6846,1.1806,0.4384,0.0,STRATA_SYN_STRUCTURAL_ACCELERATING_00443,STRUCTURAL_ACCELERATING,False,none
19.0,404.24,22.46,0.28,28.52,0.0,0.8155,0.0956,0.6664,0.841,0.0506,1.12,-2.1014,1.527,5.2274,4.667,1.3119,3.6673,0.7016,11.0,5.0,0.5,-3.2182,1.0763,5.2343,1.0433,0.4302,0.3584,STRATA_SYN_STRUCTURAL_MONOTONIC_00094,STRUCTURAL_MONOTONIC,False,none
14.0,205.97,15.84,0.25,42.04,0.0,0.737,0.094,0.6571,0.8169,0.0577,2.357,0.3735,2.8455,8.9377,3.792,3.1783,7.0854,0.7928,8.0,6.0,0.6154,0.2868,2.8451,-140.6493,2.1116,0.0557,0.8804,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00240,SEASONAL_ENVIRONMENTAL,False,none
7.0,72.86,12.14,0.29,39.15,0.0,0.7835,0.0894,0.6646,0.8068,0.069,2.156,0.1551,1.8337,5.6279,2.61,1.6645,4.8595,0.8635,3.0,1.0,0.6667,-18.0091,1.3899,181.5266,1.3454,0.2577,0.0,STRATA_SYN_STRUCTURAL_ACCELERATING_00322,STRUCTURAL_ACCELERATING,False,none
19.0,192.76,10.71,0.3,37.05,0.0,0.8018,0.0726,0.6571,0.8098,0.0741,1.357,-0.0172,1.9052,7.4733,5.507,1.8125,5.1813,0.6933,11.0,6.0,0.5,-2.5599,1.8605,79.957,1.6189,0.1638,0.6451,STRATA_SYN_STRUCTURAL_MONOTONIC_00428,STRUCTURAL_MONOTONIC,False,none
20.0,408.32,21.49,0.32,39.55,0.0,0.7997,0.0793,0.6947,0.8331,0.0747,2.333,-1.2517,3.2181,12.7997,5.486,3.3789,8.9116,0.6962,11.0,5.0,0.5263,-5.0852,2.7152,13.556,2.6249,0.0396,0.2218,STRATA_SYN_STRUCTURAL_MONOTONIC_00147,STRUCTURAL_MONOTONIC,False,none
17.0,258.85,16.18,0.35,31.66,0.0,0.7865,0.0998,0.6613,0.8215,0.0701,2.372,-1.3491,3.9979,15.0414,6.341,4.5545,9.1853,0.6107,11.0,8.0,0.5,1.2803,3.9882,51.7444,3.838,0.1482,0.7364,STRATA_SYN_TEMPORALLY_INCONSISTENT_00366,TEMPORALLY_INCONSISTENT,False,none
23.0,242.46,11.02,0.29,38.88,0.0,0.8081,0.0881,0.6747,0.822,0.0745,2.945,-0.6807,7.5797,25.2393,8.57,3.9516,9.7517,0.3864,12.0,2.0,0.6364,9.8149,7.3197,-304.6118,4.8762,0.8032,0.2335,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00416,SEASONAL_ENVIRONMENTAL,False,none
11.0,95.81,9.58,0.21,40.32,0.0,0.8439,0.0638,0.7203,0.788,0.0562,2.097,2.4386,2.9175,9.4144,4.489,4.4737,6.959,0.7392,7.0,3.0,0.6,-0.6866,2.9169,-491.1866,2.5053,-0.3207,0.6279,STRATA_SYN_TEMPORALLY_INCONSISTENT_00199,TEMPORALLY_INCONSISTENT,False,none
12.0,219.42,19.95,0.25,28.17,0.0,0.7903,0.0938,0.6652,0.8078,0.068,0.971,-1.1206,0.8351,2.9112,2.998,0.8733,2.7506,0.9448,6.0,2.0,0.5455,-1.9358,0.7508,-13.0226,0.7223,-0.0036,0.16,STRATA_SYN_STRUCTURAL_ACCELERATING_00471,STRUCTURAL_ACCELERATING,False,none
22.0,339.3,16.16,0.27,31.53,0.0,0.8079,0.0908,0.6644,0.8311,0.0608,1.418,-0.0483,3.0291,12.1043,8.536,1.5518,6.202,0.5124,7.0,2.0,0.5238,4.4602,2.7599,44.2044,2.2851,0.7437,0.2693,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00285,SEASONAL_ENVIRONMENTAL,False,none
7.0,114.59,19.1,0.25,41.08,0.0,0.8139,0.096,0.6633,0.8605,0.0308,1.87,2.2996,4.0819,11.8503,6.337,6.3698,9.2729,0.7825,3.0,3.0,0.6667,10.1539,3.9416,-5.0669,3.9415,-0.4116,0.8197,STRATA_SYN_TEMPORALLY_INCONSISTENT_00301,TEMPORALLY_INCONSISTENT,False,none
9.0,190.25,23.78,0.22,40.92,0.0,0.7811,0.0964,0.6571,0.8094,0.0613,2.755,1.855,6.0482,23.5976,8.565,5.4908,16.2948,0.6905,5.0,3.0,0.625,-12.8406,5.6504,-346.7789,3.6603,0.079,0.5535,STRATA_SYN_TEMPORALLY_INCONSISTENT_00420,TEMPORALLY_INCONSISTENT,False,none
10.0,194.48,21.61,0.3,25.15,0.0,0.1705,0.0415,0.1201,0.1533,0.0419,3.91,-1.0577,3.8249,13.1782,3.37,4.0822,10.8798,0.8256,3.0,4.0,0.7778,-2.6527,3.7981,-36.5772,3.7695,-0.089,0.9164,STRATA_SYN_LOW_QUALITY_00301,LOW_QUALITY,False,none
6.0,45.15,9.03,0.31,38.31,0.0,0.8519,0.0827,0.694,0.8789,0.0752,0.569,0.0936,0.4329,1.4691,2.582,0.5785,0.7796,0.5307,3.0,1.0,0.6,-4.882,0.3813,-156.4389,0.3619,0.102,0.0,STRATA_SYN_STABLE_00295,STABLE,True,short_sequence
9.0,89.37,11.17,0.25,37.02,0.0,0.1618,0.0297,0.1054,0.1504,0.0547,3.768,-0.3446,3.8416,10.6839,2.835,5.8015,10.6642,0.9982,7.0,4.0,0.5,18.7537,3.5453,-717.5771,2.9524,-0.2549,0.7263,STRATA_SYN_LOW_QUALITY_00033,LOW_QUALITY,False,none
14.0,254.68,19.59,0.27,37.98,0.0,0.1613,0.047,0.1045,0.1565,0.0302,3.806,-0.6193,3.9663,13.7326,3.608,5.2033,10.8844,0.7926,8.0,8.0,0.5385,-0.9589,3.9609,93.6455,3.4526,-0.1674,0.9378,STRATA_SYN_LOW_QUALITY_00072,LOW_QUALITY,False,none
16.0,100.66,6.71,0.31,31.98,0.0,0.8238,0.1027,0.6687,0.8433,0.0633,1.388,1.7843,3.6655,14.7299,10.612,5.7597,9.134,0.6201,14.0,9.0,0.5333,-8.6681,3.5908,-457.5487,3.288,-0.375,0.8054,STRATA_SYN_TEMPORALLY_INCONSISTENT_00218,TEMPORALLY_INCONSISTENT,False,none
11.0,93.48,9.35,0.34,27.14,0.0,0.1685,0.0381,0.1101,0.1817,0.0482,2.836,-0.3145,3.2629,12.4531,4.391,3.9045,8.1671,0.6558,6.0,6.0,0.4,-15.3086,3.0206,-632.3569,2.3999,-0.1876,0.7003,STRATA_SYN_LOW_QUALITY_00270,LOW_QUALITY,False,none
11.0,154.14,15.41,0.21,29.13,0.0,0.8359,0.0628,0.7464,0.8476,0.0789,1.888,1.2146,3.3809,13.7702,7.294,4.1761,10.346,0.7513,8.0,4.0,0.6,-1.0178,3.3782,-147.9701,3.1707,-0.1367,0.9653,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00378,ATMOSPHERIC_TRANSIENT,False,none
9.0,182.02,22.75,0.35,29.64,0.0,0.8072,0.0962,0.6538,0.8048,0.0708,2.965,3.1649,2.5286,8.7346,2.946,2.2088,8.2923,0.9494,4.0,2.0,0.625,5.8398,2.3474,72.3536,2.1986,-0.0479,0.4165,STRATA_SYN_STRUCTURAL_ACCELERATING_00096,STRUCTURAL_ACCELERATING,False,none
6.0,110.34,22.07,0.22,37.81,0.0,0.7768,0.0631,0.6758,0.8903,0.0638,1.877,3.8474,3.6048,10.6507,5.674,5.7375,10.6507,1.0,4.0,2.0,0.6,12.9076,3.3487,256.2761,3.1397,-0.5696,0.1547,STRATA_SYN_TEMPORALLY_INCONSISTENT_00442,TEMPORALLY_INCONSISTENT,False,none
17.0,205.29,12.83,0.29,41.41,0.0,0.8014,0.0739,0.6517,0.8269,0.0779,2.754,-2.941,3.206,10.164,3.691,1.8423,5.5757,0.5486,9.0,5.0,0.5625,-15.9374,1.6524,-42.9395,1.5527,0.6629,0.1821,STRATA_SYN_STRUCTURAL_MONOTONIC_00137,STRUCTURAL_MONOTONIC,False,none
17.0,271.8,16.99,0.29,36.07,0.0,0.7714,0.0756,0.659,0.8311,0.0692,0.665,0.2449,0.6229,2.3931,3.599,0.868,1.617,0.6757,10.0,10.0,0.5625,0.0883,0.6226,7.8077,0.5959,-0.1843,0.9963,STRATA_SYN_STABLE_00281,STABLE,False,none
13.0,276.74,23.06,0.25,40.73,0.0,0.7989,0.092,0.6617,0.8358,0.07,0.854,4.9957,3.0668,9.51,11.136,5.095,7.3412,0.7719,11.0,0.0,0.5,2.7252,2.9983,-50.8123,2.7213,-0.5347,0.0,STRATA_SYN_TEMPORALLY_INCONSISTENT_00316,TEMPORALLY_INCONSISTENT,False,none
17.0,316.66,19.79,0.26,38.72,0.0,0.8021,0.094,0.6504,0.8131,0.0779,1.232,1.9359,1.5296,5.572,4.523,1.6504,3.8767,0.6957,10.0,2.0,0.5,3.3375,1.2462,-1.8677,1.2449,0.1101,0.3378,STRATA_SYN_STRUCTURAL_MONOTONIC_00496,STRUCTURAL_MONOTONIC,False,none
18.0,399.58,23.5,0.32,44.74,0.0,0.8245,0.0692,0.6567,0.8398,0.0702,2.456,0.1682,2.3304,9.6494,3.929,1.8469,7.3933,0.7662,9.0,9.0,0.5882,-0.8015,2.315,25.1293,1.9514,0.441,0.6278,STRATA_SYN_STRUCTURAL_MONOTONIC_00085,STRUCTURAL_MONOTONIC,False,none
19.0,212.4,11.8,0.28,27.15,0.0,0.7812,0.072,0.6514,0.7949,0.0543,1.458,0.3993,1.392,5.2434,3.596,1.502,3.5102,0.6695,11.0,7.0,0.6111,2.2573,1.333,0.9712,1.3329,0.1783,0.9301,STRATA_SYN_STABLE_00171,STABLE,False,none
6.0,38.03,7.61,0.33,28.05,0.0,0.8092,0.1,0.669,0.8101,0.0659,1.188,-3.8863,5.644,14.7549,12.42,9.6658,14.2542,0.9661,3.0,3.0,0.6,-50.4706,5.3463,4335.7577,4.8116,-0.5393,0.8672,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00182,ATMOSPHERIC_TRANSIENT,False,none
14.0,194.74,14.98,0.3,38.63,0.0,0.7802,0.089,0.6524,0.7926,0.054,3.0,0.0769,2.7438,10.5185,3.506,3.5073,6.6264,0.63,9.0,9.0,0.5385,-7.6915,2.431,52.733,2.3457,-0.1414,0.4225,STRATA_SYN_STABLE_00157,STABLE,True,elevated_noise_stable
14.0,277.21,21.32,0.17,44.64,0.0,0.7661,0.0777,0.6577,0.8344,0.0771,2.853,2.7596,3.147,12.7683,4.475,4.2175,8.7923,0.6886,9.0,1.0,0.4615,4.3814,2.9729,-55.3691,2.6434,-0.3727,0.0,STRATA_SYN_TEMPORALLY_INCONSISTENT_00305,TEMPORALLY_INCONSISTENT,False,none
